Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
34,1,1,9,3,1,4,4,0,3,2,6,0,3,1,3,1,21174
53,1,1,6,2,1,3,4,3,4,2,2,0,3,1,2,3,29123
36,1,1,29,2,0,4,3,3,4,1,2,0,5,1,2,3,30674
38,1,1,16,3,0,2,5,3,3,1,4,0,1,1,1,3,28206
32,1,1,9,2,1,4,4,0,3,1,3,0,5,0,3,1,22155
29,0,1,6,2,1,3,5,0,3,1,2,0,1,0,2,1,17720
51,1,3,15,3,1,3,4,0,4,0,2,0,2,1,1,1,22553
36,1,1,7,3,1,2,5,0,3,3,3,0,4,1,1,1,21537
36,1,3,23,3,1,4,4,3,4,1,2,0,1,1,2,3,26698
50,1,1,13,3,0,2,4,2,3,1,6,1,4,1,1,4,33740
58,1,1,7,3,1,3,4,1,3,0,4,0,3,1,2,2,25433
28,1,1,7,3,1,3,4,0,4,1,3,0,3,0,1,1,22494
26,1,1,7,2,0,4,4,1,3,0,2,0,3,1,2,2,23576
36,1,3,9,2,1,2,4,3,3,0,2,1,2,1,0,3,25325
27,1,1,23,3,1,3,4,0,4,1,4,1,2,1,2,1,21051
43,1,1,17,2,1,1,3,3,3,1,2,0,1,1,0,3,22510
33,1,3,15,3,0,3,3,1,5,3,1,1,3,0,0,2,23224
31,1,1,29,2,0,3,4,0,3,0,6,1,2,0,2,1,20810
45,1,1,14,3,0,3,5,3,3,0,5,0,4,1,1,3,28926
57,1,1,14,2,1,3,6,3,3,3,6,0,1,0,1,3,25938
60,1,1,25,3,1,4,4,3,3,2,8,0,3,1,2,3,29190
33,1,1,7,3,1,3,4,1,3,0,3,1,4,1,1,2,24840
42,1,1,13,3,1,3,4,0,5,3,4,1,4,1,2,1,23399
47,1,3,16,3,1,4,5,3,3,3,3,0,5,1,3,3,28297
50,1,1,13,2,0,3,5,4,3,1,4,1,5,1,1,0,32644
57,1,1,30,2,1,2,1,3,3,1,4,1,4,1,0,3,24439
44,1,1,9,2,1,2,3,0,5,0,5,0,5,1,1,1,17362
41,1,1,21,3,1,3,5,2,3,2,3,0,3,1,2,4,38304
46,0,3,9,2,0,4,4,1,3,1,6,0,1,1,3,2,23832
44,0,1,28,3,1,4,4,0,3,1,2,0,4,1,3,1,20936
29,1,1,36,2,1,4,6,1,4,0,3,0,1,1,3,2,25227
36,1,1,23,3,1,3,3,0,4,0,2,0,3,1,2,1,21104
20,1,1,16,2,1,3,4,0,5,2,3,0,3,0,2,1,21230
35,1,1,15,2,1,3,4,1,4,3,1,0,1,0,1,2,21540
43,1,1,9,2,0,3,4,1,3,1,3,0,1,0,1,2,22767
33,1,3,26,2,1,4,6,3,3,1,5,0,3,1,3,3,28288
28,0,1,6,3,1,2,3,0,3,2,1,1,4,0,0,1,17154
31,1,3,14,2,1,2,3,3,3,1,2,0,3,1,0,3,25793
26,1,1,14,3,1,4,5,0,3,1,3,0,1,0,3,1,21567
39,0,1,16,2,1,4,4,1,5,1,6,0,3,0,3,2,25571
23,1,1,6,2,1,2,3,0,3,0,2,0,4,0,1,1,16223
54,1,3,15,3,1,4,4,4,3,1,7,0,3,1,1,0,30514
33,1,3,14,3,1,2,3,1,3,1,1,0,1,0,0,2,22104
52,0,1,31,3,0,2,4,4,3,1,4,0,5,0,1,0,28826
40,1,1,16,2,0,2,1,0,3,1,4,1,3,0,1,1,17213
37,1,1,7,2,0,2,4,1,3,1,2,0,1,0,0,2,21474
31,1,1,7,3,1,4,4,0,4,0,2,1,4,1,3,1,22257
31,1,1,17,2,1,2,3,0,3,1,4,1,3,0,0,1,17356
47,1,1,8,3,0,3,3,1,3,1,6,0,2,0,1,2,20070
26,1,2,31,2,0,3,3,0,3,1,2,0,4,1,1,1,17942
20,0,1,17,3,0,4,5,0,4,2,3,1,5,1,2,1,20537
30,1,3,30,2,0,3,5,3,5,1,3,0,3,1,2,3,26014
45,0,1,31,3,1,3,6,0,3,3,4,0,3,0,2,1,22386
31,0,1,16,3,1,4,4,1,5,1,3,0,1,1,2,2,21750
31,1,2,14,3,0,3,1,0,4,2,1,0,1,0,2,1,17109
30,1,1,30,2,1,3,2,0,3,0,3,0,2,1,2,1,21378
36,0,3,25,2,1,4,4,3,5,0,3,0,4,1,1,3,27747
28,1,1,13,3,0,4,5,0,3,1,2,0,2,1,2,1,20865
37,1,1,33,2,1,4,4,1,3,1,8,0,3,1,1,2,24025
19,0,3,6,1,0,3,5,0,5,2,1,0,3,1,0,1,17325
33,1,1,10,3,0,2,4,0,4,0,7,0,4,0,0,1,17622
32,1,3,20,3,1,4,5,1,5,1,7,1,1,1,1,2,20980
33,0,1,36,3,0,4,4,0,3,3,2,0,3,1,3,1,22703
52,1,1,14,2,0,2,3,0,5,0,1,0,1,1,1,1,17950
52,1,1,18,1,0,3,5,4,4,2,5,0,1,0,2,0,31820
47,1,1,9,1,1,3,4,1,3,1,4,0,2,1,1,2,26057
48,1,3,35,3,0,3,3,3,3,1,4,0,4,0,1,3,27504
46,1,1,7,3,0,4,4,0,3,1,5,0,5,1,1,1,20948
35,0,3,30,3,1,4,4,1,3,3,2,0,5,1,2,2,23246
44,1,1,16,2,1,2,3,1,3,0,3,1,3,1,1,2,21465
41,0,3,12,2,1,3,5,3,5,0,7,1,5,0,2,3,29153
46,0,1,30,2,1,3,4,1,5,1,3,1,1,1,1,2,22311
39,1,1,7,2,0,3,4,0,5,3,5,0,1,0,2,1,21297
30,0,3,32,3,0,2,4,1,5,3,6,0,2,0,1,2,21696
43,1,1,9,3,0,3,5,0,5,1,2,1,4,1,1,1,21271
28,1,3,16,3,1,3,4,1,3,3,3,0,1,0,2,2,22783
60,1,1,13,2,0,2,3,2,5,0,6,0,5,0,0,4,34566
32,0,1,27,2,1,4,4,3,3,0,5,0,3,1,1,3,28502
27,0,1,16,2,1,2,3,3,5,1,2,0,3,1,0,3,23793
29,1,1,7,2,0,4,6,0,4,2,2,1,1,1,3,1,20894
23,1,1,12,2,1,3,3,0,4,1,3,1,4,0,1,1,21006
39,1,3,9,2,0,3,4,1,5,1,5,0,4,0,2,2,25571
