Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
19,1,2,8,1,1,2,4,0,3,2,2,0,3,0,0,1,17564
40,0,1,15,2,0,3,4,0,3,1,3,0,1,1,2,1,22433
41,1,1,11,2,1,2,1,1,4,3,4,0,5,1,0,2,21870
30,1,1,9,2,1,4,4,0,4,1,2,0,4,1,1,1,21381
28,0,1,31,2,1,4,5,0,3,2,3,1,3,1,2,1,21212
27,1,1,12,2,1,2,4,0,3,0,2,0,2,1,1,1,17539
42,0,3,18,2,1,2,3,4,5,2,1,1,5,1,1,0,28758
38,0,1,16,3,1,3,3,0,3,1,1,0,5,0,0,1,17684
46,0,1,11,2,1,3,4,1,4,1,3,0,4,1,1,2,23125
31,1,1,31,2,1,4,4,0,3,1,3,0,2,0,2,1,21371
48,1,3,21,3,1,3,4,1,5,3,4,0,1,1,2,2,23638
32,0,1,27,2,1,4,4,3,3,1,5,0,3,1,1,3,28502
37,1,1,12,2,1,4,4,1,4,3,2,0,1,1,2,2,24592
30,1,1,32,1,0,4,5,0,4,0,7,0,3,0,3,1,21224
29,1,1,9,2,1,4,5,0,4,0,2,0,2,0,3,1,21879
35,1,1,22,2,0,3,4,3,4,3,2,0,1,1,2,3,23606
49,1,1,14,2,0,2,3,3,4,0,5,0,4,0,0,3,22403
24,1,1,24,2,1,2,3,0,3,0,1,0,4,1,0,1,17774
49,0,1,7,3,1,3,2,4,3,2,4,0,2,0,1,0,35563
42,1,1,14,1,0,3,2,0,3,0,3,0,3,1,2,1,22054
31,1,1,13,2,1,2,3,1,3,1,4,0,3,0,1,2,20915
40,1,3,8,3,0,3,3,1,4,1,4,0,3,1,1,2,20677
35,1,1,16,2,1,3,4,3,3,1,2,0,5,1,2,3,27178
39,1,3,9,3,1,3,4,3,4,3,2,0,4,1,1,3,26029
25,0,3,31,3,1,3,4,0,3,0,2,0,4,0,2,1,21078
36,1,1,15,2,1,3,3,0,3,0,3,0,5,1,2,1,20947
27,1,3,7,2,1,3,4,1,3,0,3,0,5,1,1,2,23974
27,1,1,9,3,1,3,2,1,3,0,3,0,3,1,2,2,24150
38,0,1,15,2,1,3,3,1,5,1,5,0,3,0,2,2,21893
29,1,1,13,2,1,2,3,0,5,2,4,0,4,0,0,1,17062
31,1,1,27,2,1,3,4,1,5,1,2,0,4,0,2,2,28635
50,0,1,25,2,1,4,4,1,3,1,3,1,2,0,2,2,25482
35,1,1,24,2,1,2,1,1,5,1,2,0,3,0,1,2,20208
55,1,1,8,2,0,3,3,4,3,2,3,1,5,0,0,0,31659
35,1,1,31,3,0,2,3,3,3,1,2,1,3,0,1,3,25388
31,0,3,11,3,0,2,3,0,4,1,2,0,3,0,1,1,17789
35,1,3,14,2,0,3,3,0,3,1,2,0,3,1,2,1,17572
58,1,1,27,3,0,3,3,1,4,1,5,0,3,1,1,2,25008
32,1,1,8,1,1,3,3,0,5,2,2,0,1,1,1,1,17439
45,0,1,24,2,1,4,6,0,3,2,4,0,4,1,1,1,20968
31,1,3,14,3,0,4,4,1,5,1,2,0,3,1,1,2,23457
29,1,3,33,3,0,2,3,3,3,0,2,0,3,1,1,3,22639
34,0,1,10,2,1,4,4,0,5,3,3,1,5,1,3,1,22026
36,0,3,7,3,0,4,4,3,3,3,3,0,5,1,1,3,27467
58,0,1,6,2,1,2,5,1,3,1,3,1,2,1,1,2,20660
55,1,3,15,3,0,2,5,0,4,2,2,0,1,1,1,1,34187
29,1,1,15,2,0,4,4,0,3,3,3,0,4,0,2,1,21988
40,1,3,28,2,1,3,5,1,3,0,5,1,1,0,2,2,24798
36,1,3,25,3,1,4,4,1,5,1,2,0,3,0,1,2,20822
44,1,1,14,2,1,3,1,0,3,1,3,1,3,1,0,1,17818
49,1,1,22,3,0,3,3,0,5,1,5,1,1,1,1,1,17587
31,0,3,33,3,0,3,5,1,5,3,7,0,2,0,2,2,25374
36,1,1,30,2,1,3,5,1,3,1,5,1,4,1,1,2,24594
33,0,1,12,2,0,3,2,0,3,2,5,1,1,0,2,1,21110
41,1,1,19,2,0,3,4,1,5,1,4,0,1,1,2,2,23126
34,1,1,21,3,0,4,4,0,4,1,3,0,5,1,2,1,21434
44,0,1,34,2,0,3,4,3,5,1,2,0,4,1,1,3,29498
28,1,1,9,2,0,3,4,0,5,1,3,0,3,1,2,1,21019
37,0,3,17,3,1,3,4,3,3,2,3,0,2,1,2,3,28658
57,0,1,16,3,0,4,4,0,3,0,4,0,2,0,1,1,21620
32,1,1,11,2,1,2,4,1,3,3,1,0,1,0,1,2,24679
39,0,1,36,2,0,3,4,1,3,2,3,0,3,1,1,2,21084
29,0,1,7,3,1,3,5,0,4,1,3,0,4,1,1,1,21274
29,1,1,28,3,1,3,4,0,3,0,3,0,2,0,1,1,21391
35,1,3,8,3,0,3,3,0,3,1,2,0,1,1,2,1,17014
21,1,3,18,2,0,2,1,0,4,2,2,0,5,0,1,1,17716
55,0,1,24,3,1,3,3,1,4,0,4,1,5,1,2,2,21385
19,1,1,15,2,1,2,3,0,5,2,2,0,3,0,0,1,17552
48,1,1,6,2,1,3,4,3,3,2,1,1,5,0,2,3,20381
50,0,3,6,2,0,3,3,1,3,1,1,0,1,0,1,2,21347
29,1,2,15,3,1,4,5,0,3,1,3,0,2,0,2,1,23614
30,1,1,28,2,0,3,3,3,5,1,3,0,5,1,2,3,28658
34,1,1,21,3,1,3,4,0,3,0,7,1,2,0,2,1,21114
51,1,1,8,3,1,2,5,1,4,1,6,0,2,0,0,2,20482
36,1,3,9,3,0,3,4,3,3,1,1,0,3,1,0,3,22644
33,1,1,20,3,1,2,3,0,3,1,6,1,1,1,1,1,17436
46,1,1,13,3,1,3,3,3,3,1,7,0,1,1,1,3,25845
49,1,1,7,2,1,4,5,3,3,3,2,1,5,0,3,3,24059
53,0,3,14,3,0,4,4,0,3,1,4,1,4,1,3,1,27124
36,0,3,9,3,1,2,4,3,3,1,5,0,1,0,0,3,24699
32,1,3,14,1,0,3,4,1,4,0,2,1,2,1,0,2,20228
42,0,1,32,3,0,2,3,3,5,1,4,1,3,0,0,3,28191
30,0,1,17,2,0,4,4,0,4,1,2,0,5,0,1,1,21969
35,1,3,28,2,1,4,3,1,3,3,3,0,3,1,1,2,24015
35,0,1,33,1,0,4,5,0,3,1,3,0,1,1,1,1,20707
33,1,3,15,3,1,3,2,1,3,0,3,0,5,0,1,2,24887
28,0,1,8,3,1,2,4,0,5,2,1,0,4,0,0,1,17561
55,1,1,17,3,0,4,4,1,5,3,8,1,1,0,1,2,23118
40,1,1,7,2,0,4,5,4,3,0,3,0,3,0,2,0,31420
33,1,3,9,3,1,3,5,1,4,2,2,1,1,1,1,2,28585
27,1,1,22,1,0,2,3,0,4,1,1,0,1,1,0,1,17811
19,1,2,8,1,1,2,4,0,3,2,2,0,3,1,1,1,17564
45,0,1,30,3,1,4,4,1,4,0,6,0,3,1,1,2,20720
52,1,3,9,3,1,2,4,4,5,1,2,0,5,1,0,0,31856
30,1,1,23,3,0,3,3,3,5,0,2,1,4,0,2,3,26916
55,1,1,9,1,0,3,4,3,3,1,2,0,4,0,1,3,32227
36,1,2,19,2,1,2,3,0,4,0,5,0,3,1,0,1,17143
46,1,1,27,3,1,4,4,4,3,1,2,1,3,1,2,0,32174
32,0,3,27,2,1,4,2,0,3,0,2,0,5,1,2,1,21469
29,1,1,10,3,0,4,4,3,4,1,2,0,4,0,1,3,26333
33,1,1,12,2,0,3,2,0,3,1,5,0,5,1,2,1,21990
33,1,1,7,3,1,3,4,1,3,1,3,1,4,1,2,2,24840
52,0,1,34,3,0,2,1,4,3,0,3,1,4,0,0,0,28247
36,1,1,12,1,1,4,4,3,4,3,2,0,3,1,2,3,26773
38,0,1,9,2,1,4,5,1,3,1,7,0,2,0,2,2,23841
37,1,1,13,2,1,3,6,0,3,1,3,0,2,0,1,1,21419
44,0,1,35,3,0,4,2,0,3,3,6,0,3,0,3,1,23417
30,1,3,34,3,0,3,4,3,3,1,3,0,3,0,1,3,26317
41,1,3,29,3,1,4,5,1,3,1,4,1,3,1,1,2,25058
31,1,1,15,2,0,4,2,3,5,1,2,1,1,0,3,3,30094
48,1,1,10,2,1,3,4,3,3,3,1,0,5,1,0,3,25999
36,0,3,15,3,0,4,5,3,3,0,6,1,5,1,3,3,29055
53,1,1,13,3,0,2,3,2,3,1,4,0,1,1,1,4,33606
39,1,3,21,2,1,4,4,1,4,1,2,0,5,1,3,2,28602
50,0,1,15,2,1,4,5,1,4,0,3,0,3,1,3,2,23808
53,1,3,12,3,1,2,3,1,3,1,3,1,5,0,1,2,17306
43,1,1,31,3,1,3,4,3,5,1,3,1,1,1,1,3,26084
30,1,3,34,3,0,3,4,3,3,0,3,0,3,1,2,3,26317
42,1,1,8,2,1,2,3,2,3,1,6,0,3,1,1,4,33880
44,1,2,6,3,1,3,4,3,5,0,1,0,4,1,0,3,25482
46,1,1,8,2,1,2,3,4,3,0,7,0,5,0,0,0,32861
61,1,1,7,3,1,4,6,3,3,1,5,0,5,0,1,3,29561
34,1,1,32,3,1,3,5,0,4,2,6,1,4,0,1,1,20991
23,1,1,10,3,1,2,1,0,5,1,3,0,4,0,1,1,17819
28,1,3,9,2,1,4,4,1,3,3,3,1,4,0,2,2,23156
19,1,1,10,2,1,3,4,0,3,2,3,0,4,0,1,1,20098
33,1,3,22,2,0,3,3,3,5,3,3,1,5,0,0,3,23564
43,0,1,8,2,1,3,3,0,3,1,7,1,3,0,0,1,25231
30,1,3,11,3,0,1,4,1,3,1,2,0,1,1,0,2,21118
58,1,1,7,3,1,3,4,1,3,1,4,0,3,0,2,2,25433
42,1,1,21,2,1,3,4,0,3,1,6,0,4,1,2,1,21129
35,1,3,21,3,1,2,5,1,3,1,7,1,1,1,1,2,20440
38,1,1,18,3,0,4,6,1,4,0,7,0,4,1,1,2,23455
26,1,1,27,3,1,2,3,0,3,1,2,0,5,1,1,1,17377
59,0,1,20,2,0,2,3,3,3,3,1,1,5,1,0,3,25512
27,1,1,13,3,0,2,4,1,5,3,1,0,3,1,0,2,21811
43,1,3,31,3,1,3,4,3,3,1,6,0,4,1,1,3,25798
34,0,3,12,2,1,4,4,1,3,0,8,0,1,1,3,2,28676
38,1,1,28,2,1,4,2,0,5,1,3,1,3,1,1,1,22242
32,1,3,9,2,1,4,4,1,3,3,6,1,5,1,2,2,25260
36,1,1,11,2,1,3,3,1,4,2,1,0,1,1,1,2,20914
48,1,3,35,3,0,3,3,3,3,0,4,0,4,0,0,3,27504
34,1,1,7,2,1,4,5,0,5,3,5,1,4,0,1,1,21477
37,0,1,31,2,0,3,4,1,4,1,2,0,3,1,2,2,24352
42,1,1,19,2,1,3,4,0,3,0,5,1,3,1,1,1,23444
37,1,1,20,2,0,3,3,0,5,1,2,0,4,1,1,1,18034
40,1,1,20,3,1,2,4,2,3,2,2,0,3,1,1,4,34626
28,1,1,13,2,1,3,5,0,3,0,3,0,2,1,2,1,21217
30,1,1,11,1,0,2,3,0,5,1,6,0,5,1,1,1,18204
30,0,1,8,3,0,2,3,0,3,2,1,0,4,1,0,1,17564
35,1,1,22,2,1,3,3,3,3,0,5,1,2,0,1,3,22632
37,0,1,8,2,1,3,4,1,3,1,6,0,1,1,2,2,20163
54,1,3,8,2,0,2,4,3,3,0,7,0,5,1,0,3,25686
34,0,1,9,2,1,2,3,1,3,3,1,0,1,1,0,2,22756
39,1,3,14,3,0,3,5,1,3,3,2,0,2,1,2,2,22706
45,0,3,7,3,0,4,4,1,3,0,2,0,4,1,2,2,23446
29,1,1,16,3,0,4,4,0,3,1,7,0,3,0,1,1,21055
52,1,1,11,2,1,3,4,0,3,0,2,1,2,1,2,1,21139
48,1,3,11,2,0,3,4,1,3,3,3,1,3,1,2,2,22841
59,0,3,6,2,0,2,4,1,3,2,1,0,5,1,1,2,20473
34,1,1,11,3,0,3,5,0,4,0,8,0,4,0,1,1,21300
50,1,1,14,2,1,3,5,3,3,2,2,0,2,1,2,3,29643
42,0,2,11,2,1,3,6,1,4,1,8,0,5,0,2,2,25108
49,0,3,31,2,1,4,6,0,3,2,3,1,1,1,3,1,21237
19,1,3,28,3,1,2,3,0,3,2,2,1,1,1,0,1,16675
34,1,1,21,3,1,3,4,0,3,1,7,1,1,1,2,1,21114
34,0,3,15,2,0,3,5,0,3,2,2,0,2,1,2,1,21020
32,0,1,36,3,1,4,5,0,4,3,2,0,3,0,3,1,22157
28,1,1,7,1,1,3,4,0,5,2,7,0,3,1,1,1,17080
40,1,3,10,3,0,3,4,1,3,0,6,1,4,1,2,2,23916
31,1,2,16,2,1,3,4,1,3,0,2,1,3,1,2,2,25025
40,0,3,28,2,0,3,6,1,3,1,8,0,5,0,1,2,24414
35,1,1,31,1,1,3,4,3,4,1,4,0,3,1,1,3,25903
32,1,1,15,2,0,4,4,1,3,3,3,0,5,1,3,2,23102
53,1,3,8,3,1,2,3,4,3,1,7,0,3,1,0,0,29852
54,1,1,9,2,1,2,3,4,3,0,4,0,5,1,1,0,32779
38,1,1,26,2,1,3,4,1,3,1,5,0,1,0,1,2,24446
27,1,1,6,2,0,3,3,3,5,0,2,0,4,1,2,3,22412
54,1,1,15,2,0,3,3,1,3,1,4,0,5,0,1,2,17897
50,1,1,10,2,1,3,3,2,4,1,4,0,5,0,1,4,34144
40,1,1,20,3,1,2,4,2,3,2,2,0,3,1,1,4,34626
40,0,1,6,2,1,3,4,4,4,0,2,0,2,1,2,0,28503
31,0,1,21,3,1,3,3,0,3,1,2,0,4,1,0,1,17610
33,0,1,17,2,1,3,4,0,3,1,8,0,1,0,1,1,22111
23,1,1,15,2,1,4,6,0,5,0,3,0,2,1,1,1,21129
43,1,2,9,1,1,3,4,0,3,1,2,1,4,1,2,1,21374
42,1,1,19,3,1,3,1,1,5,1,6,0,4,1,0,2,20538
51,1,1,10,2,1,2,3,0,3,0,1,1,2,1,1,1,17461
30,1,1,26,2,1,2,3,1,5,1,1,0,4,0,1,2,24957
37,1,1,12,3,1,2,2,1,5,1,5,1,3,1,1,2,20974
32,1,1,9,3,0,3,3,1,5,0,2,0,2,1,1,2,21725
55,1,1,9,1,0,3,4,3,3,0,2,0,4,1,1,3,32227
33,0,1,9,2,1,4,4,0,3,3,2,0,3,1,2,1,21746
28,1,1,24,1,1,3,4,0,4,1,2,1,4,0,1,1,21736
34,1,1,6,2,1,2,3,0,3,1,2,0,3,1,1,1,17691
31,0,3,19,2,1,4,5,0,5,1,3,0,5,1,3,1,20711
36,1,1,15,2,1,3,2,0,3,1,3,0,5,1,2,1,20947
39,1,3,17,3,1,4,5,3,3,1,2,1,3,1,1,3,27418
36,1,1,16,2,1,2,3,3,5,1,1,1,5,1,1,3,23321
34,1,1,11,3,0,3,5,0,4,0,2,0,1,0,1,1,22516
40,0,1,15,3,0,2,3,3,3,3,1,0,4,1,1,3,28499
36,1,1,32,1,1,4,5,3,4,1,5,0,3,1,2,3,29581
39,1,1,6,3,1,2,1,3,3,1,1,0,3,1,0,3,24613
41,1,2,16,2,1,3,4,2,3,1,4,0,1,1,1,4,34141
37,1,1,13,3,1,3,4,1,4,1,8,0,4,0,2,2,23619
29,1,1,6,2,0,2,4,0,5,1,2,1,1,0,0,1,17319
37,1,1,13,2,1,3,6,0,3,1,3,0,1,1,1,1,21419
42,0,3,11,3,1,3,4,1,4,3,3,0,3,1,1,2,28033
35,1,1,17,3,1,3,4,1,5,3,3,0,4,0,1,2,24803
40,1,2,10,2,0,3,3,1,4,0,2,0,2,1,1,2,25067
32,0,1,7,2,0,4,2,3,4,3,3,0,3,1,3,3,26124
34,1,1,14,3,0,3,3,1,3,2,4,0,4,1,1,2,21142
32,0,1,6,2,1,3,3,0,3,1,1,0,5,0,0,1,17314
23,1,1,18,2,1,3,3,0,3,2,2,0,5,1,0,1,17647
39,1,1,6,2,0,3,4,4,3,0,2,0,3,0,1,0,27742
30,1,1,7,2,0,4,4,0,3,1,3,0,2,0,3,1,22438
39,0,1,15,2,1,3,3,1,4,3,21,0,2,1,0,2,21782
34,1,3,20,1,0,2,3,0,3,1,2,1,5,1,0,1,17579
25,0,1,16,2,1,3,5,0,4,1,3,0,5,0,2,1,21372
22,0,3,25,3,0,4,4,1,3,1,2,1,5,0,2,2,21303
41,1,1,9,3,0,3,5,0,3,2,2,1,3,1,2,1,21020
32,0,1,22,3,1,4,4,0,3,1,3,0,4,1,1,1,21288
27,1,3,30,3,0,3,5,1,3,0,2,1,2,1,1,2,22835
34,1,1,12,2,1,3,5,3,3,1,6,0,3,0,1,3,25797
28,1,3,15,2,1,3,3,1,3,2,2,0,3,1,1,2,20253
39,1,3,14,3,0,3,3,1,5,1,3,1,3,0,1,2,24283
31,0,1,21,3,1,3,3,0,3,0,2,0,4,1,2,1,17610
34,0,1,9,2,1,2,3,1,3,3,1,0,2,1,0,2,22756
34,0,1,6,3,1,3,4,1,5,2,1,0,2,1,2,2,20343
51,1,1,12,2,1,2,3,2,3,2,1,0,5,1,1,4,34537
38,1,1,18,3,0,4,4,0,3,3,6,0,3,0,2,1,22307
40,0,1,22,3,1,2,4,1,3,2,7,0,5,1,1,2,20094
47,0,3,9,3,0,2,3,4,3,1,1,1,5,1,0,0,28770
41,1,1,13,2,0,4,4,4,3,2,2,0,5,1,3,0,31915
40,1,3,10,3,0,3,4,1,3,1,6,1,4,1,2,2,23916
39,1,1,22,2,1,4,5,3,3,1,2,1,5,1,2,3,30188
22,1,1,17,3,0,2,3,0,4,1,2,0,1,1,1,1,17244
56,1,1,11,2,1,2,4,1,3,0,2,1,4,0,1,2,22713
38,1,1,26,2,1,4,4,0,4,1,6,0,4,0,2,1,21700
32,0,1,22,3,1,4,4,0,3,0,3,0,4,1,3,1,21288
26,1,1,9,3,1,4,2,0,5,3,2,0,2,1,3,1,22102
40,1,2,12,3,1,2,3,4,3,2,2,1,3,1,1,0,31437
46,0,1,6,3,1,2,4,3,5,1,3,1,1,1,1,3,25673
35,1,1,14,2,1,2,1,0,3,1,2,0,5,1,1,1,17269
57,0,3,13,2,0,3,3,4,5,0,2,0,3,1,1,0,31890
47,1,3,7,3,0,4,4,3,5,1,3,0,1,1,3,3,29131
21,1,1,24,2,0,3,3,0,3,2,2,0,3,1,1,1,17693
40,1,1,30,3,1,4,4,0,5,3,2,0,3,0,3,1,22582
38,0,1,35,2,0,2,3,1,3,2,2,0,3,1,0,2,17406
41,1,1,15,2,0,4,4,1,5,1,4,1,1,0,1,2,25194
32,1,1,33,2,1,3,4,0,3,1,3,0,3,0,2,1,21589
45,1,1,6,1,1,3,3,3,4,1,2,0,3,1,1,3,22441
39,0,3,9,2,1,3,5,1,3,1,5,0,5,1,2,2,23927
38,0,1,14,3,0,2,4,1,4,1,2,1,1,1,0,2,17133
33,1,3,16,3,1,2,1,3,3,1,1,1,4,1,1,3,23380
34,0,1,8,2,1,2,4,1,3,0,2,0,4,0,0,2,24547
35,1,3,9,2,1,3,4,1,3,3,3,0,5,0,1,2,24952
32,0,3,14,3,0,4,4,3,5,1,4,0,1,1,3,3,28315
38,1,3,15,3,1,3,4,0,4,1,1,0,4,0,2,1,17899
35,0,1,31,2,0,3,3,0,4,1,2,1,3,1,1,1,17022
38,1,1,7,3,0,3,5,0,5,1,4,0,4,0,2,1,22598
39,1,1,7,2,0,3,4,3,3,3,6,1,2,0,2,3,26539
40,1,1,13,3,1,3,5,3,5,1,6,0,4,1,1,3,28669
41,0,3,15,2,1,2,5,4,3,1,1,0,5,1,1,0,21151
35,0,3,26,3,1,4,3,1,3,3,2,1,2,1,3,2,23982
37,1,1,13,2,0,3,2,0,3,1,5,0,1,0,1,1,21716
34,1,1,17,3,1,3,6,0,3,1,2,0,5,0,1,1,22086
39,1,3,10,2,1,3,4,1,3,3,2,1,3,1,1,2,25539
54,1,3,9,3,1,3,4,4,3,1,8,0,3,1,1,0,33530
33,1,3,14,3,1,4,4,1,3,0,6,0,5,1,2,2,27882
34,0,3,17,3,1,3,5,1,3,3,5,0,3,1,2,2,23360
31,1,1,35,3,0,4,4,1,3,0,3,0,3,0,3,2,24453
35,1,1,17,2,1,3,4,0,4,1,3,0,1,1,2,1,20686
35,1,3,16,3,1,3,4,3,3,1,6,0,3,1,2,3,23168
49,0,1,16,2,0,2,3,2,5,2,1,1,3,0,1,4,33665
38,1,1,10,2,0,3,4,1,4,3,5,0,4,1,1,2,22785
32,1,3,13,2,1,3,4,1,3,1,2,0,3,1,0,2,20484
35,0,3,5,2,1,3,3,3,5,1,2,0,4,0,0,3,24069
32,0,1,7,2,0,4,4,1,5,1,3,0,5,1,1,2,22826
37,1,1,22,2,1,3,4,1,3,1,2,0,4,0,1,2,23512
36,0,1,24,2,1,3,3,1,3,3,3,0,3,0,1,2,22779
30,1,3,18,1,0,2,3,1,3,3,1,0,1,1,1,2,21577
40,1,1,7,3,1,3,3,3,3,1,2,0,3,1,1,3,28291
31,0,3,29,2,0,4,4,3,5,1,2,0,1,1,2,3,27090
28,1,1,14,3,0,3,5,1,5,3,2,0,3,1,1,2,25489
46,0,1,13,3,0,1,3,1,3,0,3,0,5,0,0,2,20258
32,0,3,27,3,0,3,4,1,3,1,3,0,1,1,2,2,25610
30,1,1,11,1,0,2,3,0,5,1,6,0,5,0,1,1,18204
37,0,3,17,3,1,3,4,3,3,2,3,0,1,1,2,3,28658
41,0,2,10,2,1,2,5,1,4,1,7,0,5,0,1,2,21430
34,1,3,8,2,1,2,3,1,3,2,2,0,5,0,1,2,21274
39,0,1,30,2,1,3,5,3,3,3,2,0,3,1,1,3,28204
40,1,1,22,2,0,2,3,3,3,3,7,1,4,1,0,3,22945
27,1,1,10,3,1,3,2,0,3,1,3,0,5,1,2,1,23098
34,1,1,6,2,0,3,1,0,3,2,3,0,1,1,1,1,18280
48,1,3,9,3,0,3,4,1,3,0,2,1,2,1,1,2,23215
38,1,3,13,3,0,2,1,1,5,1,2,1,3,1,1,2,20605
32,1,1,12,2,1,2,3,0,3,2,4,0,1,0,1,1,18038
24,1,3,6,1,0,3,3,0,4,2,2,1,4,0,0,1,18202
46,1,3,16,3,0,3,4,3,3,0,3,1,2,1,1,3,24071
47,0,1,35,2,1,2,3,3,4,1,2,1,3,1,0,3,26849
46,1,1,15,2,1,4,4,1,3,0,2,0,3,1,1,2,22375
46,1,3,9,3,1,2,3,4,3,0,4,0,2,1,0,0,32465
56,1,3,7,2,1,4,4,3,3,0,5,0,2,0,2,3,28917
38,0,3,11,3,1,3,4,0,3,1,6,0,4,1,1,1,20855
41,1,1,8,2,0,2,5,0,3,1,5,1,3,0,1,1,17778
28,1,1,18,2,0,3,3,0,3,0,2,1,4,1,0,1,17515
35,1,3,9,2,1,3,4,1,3,3,3,0,5,0,2,2,24952
44,0,1,17,2,0,3,5,1,3,1,3,0,3,0,1,2,23935
27,1,1,31,1,1,4,6,0,3,2,3,1,3,0,2,1,21018
57,1,1,21,2,0,4,4,0,4,0,2,1,5,1,2,1,23641
31,0,1,16,3,0,4,4,1,3,3,2,1,3,1,3,2,23373
43,1,1,8,3,0,3,1,0,3,1,2,0,1,1,2,1,17645
42,1,1,14,3,0,3,4,1,3,3,8,0,3,1,1,2,23681
45,1,1,27,2,1,3,4,0,4,3,3,0,5,1,2,1,22098
20,1,2,9,1,1,3,5,0,3,2,3,0,3,1,2,1,21242
32,0,1,7,2,1,3,6,1,5,1,3,0,1,1,2,2,23681
42,0,1,25,3,1,2,1,0,3,1,7,1,3,0,0,1,17759
33,0,1,23,2,0,4,6,0,5,3,3,1,4,0,1,1,22597
25,1,1,24,2,1,4,5,0,4,0,3,0,3,1,2,1,20805
28,1,1,12,1,1,3,5,3,3,1,3,1,3,0,1,3,31486
40,1,1,8,3,1,2,3,2,3,1,1,0,5,1,0,4,34436
31,1,1,10,1,0,3,4,0,5,3,7,1,4,1,2,1,21335
42,1,2,16,2,0,2,3,4,5,0,1,0,3,0,1,0,31799
51,0,3,15,1,1,3,4,1,3,1,5,1,5,0,1,2,25474
36,0,1,9,3,1,1,3,0,4,2,5,0,4,1,0,1,17088
35,0,1,24,2,1,2,3,3,3,3,3,0,3,0,0,3,24362
39,0,1,6,2,1,2,3,2,3,1,2,1,3,0,1,4,34197
40,1,3,14,2,1,4,4,0,3,1,3,1,1,1,3,1,23212
25,1,1,16,3,1,4,2,0,3,1,3,0,1,0,1,1,23079
29,1,1,13,2,1,2,3,1,3,1,2,1,3,0,0,2,21623
45,0,1,30,3,1,4,4,1,4,1,6,0,3,0,2,2,20720
46,1,1,17,2,1,4,4,0,3,0,5,0,5,1,1,1,21332
52,1,1,11,2,1,3,4,0,3,1,2,1,1,0,1,1,21139
25,0,1,11,2,1,3,5,0,3,1,2,0,3,0,2,1,21840
46,1,1,15,2,1,4,4,1,3,1,2,0,3,1,1,2,22375
35,1,3,17,2,0,3,4,0,3,1,3,1,1,0,2,1,20898
37,1,1,13,2,1,3,4,0,3,1,2,0,5,1,2,1,21888
36,1,1,7,2,0,3,2,0,3,2,5,0,3,1,2,1,21184
20,0,3,15,3,0,2,3,0,3,2,2,1,4,0,0,1,17323
37,1,1,9,2,1,2,3,3,3,0,2,0,2,1,0,3,24434
40,0,3,27,2,1,3,4,1,3,1,4,0,3,1,1,2,22805
46,0,3,32,2,1,3,4,1,4,3,1,0,4,1,2,2,22991
35,0,3,11,3,0,4,4,1,3,0,2,0,2,1,1,2,25216
50,0,1,26,3,1,2,3,4,3,1,3,1,4,1,1,0,26245
42,1,1,26,2,1,3,4,1,5,1,4,0,1,0,1,2,21750
36,1,3,6,2,1,2,3,1,3,0,2,1,3,1,1,2,21201
46,1,1,21,2,1,2,3,2,4,1,6,0,3,1,1,4,34081
27,1,3,35,3,1,4,4,1,4,0,3,0,3,1,1,2,24950
57,1,3,35,3,1,2,4,4,3,1,4,0,3,0,0,0,29118
43,0,3,19,2,1,3,4,4,5,2,2,1,5,1,2,0,32436
23,1,1,13,3,1,4,4,0,3,1,2,0,1,1,2,1,21451
25,1,3,24,2,1,3,1,1,3,0,3,0,1,0,0,2,21232
25,1,3,17,3,0,4,4,1,3,1,3,1,2,0,3,2,22938
29,1,1,6,1,1,2,3,0,3,2,1,0,1,0,0,1,17058
37,0,1,15,2,0,4,3,3,5,0,2,0,3,0,1,3,30391
57,1,1,15,2,0,4,4,0,5,1,6,1,4,1,2,1,22935
29,1,1,29,2,1,2,3,0,3,2,1,0,3,1,0,1,17201
31,1,1,25,2,0,4,4,0,3,3,3,0,1,1,3,1,21310
27,1,1,14,3,0,3,5,3,5,1,2,1,4,1,2,3,21553
29,1,3,29,2,0,2,4,3,5,0,2,0,3,0,0,3,22336
39,1,3,11,1,1,2,3,1,3,1,4,0,1,0,0,2,17086
36,0,3,17,1,0,3,3,3,3,1,1,0,5,0,2,3,24738
55,1,3,9,2,0,3,5,3,3,1,8,0,5,1,2,3,29364
50,1,1,7,2,1,3,4,4,3,2,6,0,3,1,1,0,34057
28,0,1,22,2,0,4,5,0,5,1,2,0,4,1,1,1,23452
35,1,1,7,2,1,3,4,0,3,1,3,0,3,1,2,1,21369
20,1,1,16,2,1,3,4,0,5,2,3,0,3,0,1,1,21230
33,0,1,7,2,0,4,5,0,4,0,8,0,3,1,1,1,21010
50,0,1,6,2,0,3,3,2,4,0,4,1,2,0,2,4,33172
34,1,3,23,2,0,4,4,3,5,3,4,1,5,0,1,3,27242
28,1,1,8,2,1,3,4,0,4,1,1,0,1,0,2,1,18201
48,0,3,13,3,0,3,3,0,3,1,3,1,4,1,1,1,17655
35,1,1,33,2,1,2,3,1,3,1,3,0,5,0,1,2,21883
